Date,Season,HomeTeam,AwayTeam,diff_avg_points,diff_avg_goals_scored,diff_avg_goals_conceded,diff_win_rate,diff_table_position,diff_cumul_points,diff_points_per_game,diff_days_rest,home_attack_vs_away_defense,away_attack_vs_home_defense,home_avg_goals_scored,home_avg_goals_conceded,home_win_rate,home_clean_sheet_rate,home_table_position,away_avg_goals_scored,away_avg_goals_conceded,away_win_rate,away_clean_sheet_rate,away_table_position,home_matchday,FTR,B365H,B365D,B365A
2022-05-15,2021-22,Cadiz,Real Madrid,-1.0,-1.8000000000000003,0.5999999999999999,-0.4,16.0,-49.0,-1.3611111111111112,0.0,0.5999999999999999,1.8000000000000003,1.4,1.4,0.4,0.4,17.0,3.2,0.8,0.8,0.4,1.0,37,D,3.3,3.3,2.2
2022-08-14,2022-23,Cadiz,Sociedad,0.20000000000000018,-0.40000000000000013,-0.19999999999999996,0.0,-3.0,0.0,0.0,0.0,0.0,0.6000000000000001,1.2,1.0,0.4,0.4,8.0,1.6,1.2,0.4,0.2,11.0,1,A,3.6,3.2,2.2
2022-08-29,2022-23,Cadiz,Ath Bilbao,-0.5999999999999999,-0.19999999999999996,0.9999999999999999,-0.2,12.0,-4.0,-2.0,1.0,0.0,-0.7999999999999999,0.4,1.4,0.2,0.2,20.0,0.6,0.4,0.4,0.6,8.0,3,A,3.6,3.2,2.15
2022-09-10,2022-23,Cadiz,Barcelona,-1.4,-2.0,1.4,-0.39999999999999997,18.0,-10.0,-2.5,1.0,-0.39999999999999997,0.20000000000000018,0.2,2.0,0.2,0.2,20.0,2.2,0.6,0.6,0.6,2.0,5,A,13.0,6.5,1.22
2022-10-01,2022-23,Cadiz,Villarreal,-1.0,-1.2,2.2,-0.2,13.0,-8.0,-1.3333333333333333,2.0,-0.2,-1.2000000000000002,0.2,2.6,0.2,0.2,19.0,1.4,0.4,0.4,0.6,6.0,7,D,6.0,4.0,1.57
2022-10-09,2022-23,Cadiz,Espanol,0.0,-1.2,0.20000000000000018,0.0,1.0,-1.0,-0.1428571428571429,1.0,-1.8,-0.8000000000000003,0.2,2.2,0.2,0.4,19.0,1.4,2.0,0.2,0.2,18.0,8,D,2.87,3.2,2.55
2022-10-19,2022-23,Cadiz,Betis,-0.8,-0.3999999999999999,0.7999999999999999,-0.39999999999999997,15.0,-13.0,-1.4444444444444446,1.0,0.20000000000000007,-0.19999999999999996,0.8,1.4,0.2,0.4,19.0,1.2,0.6,0.6,0.4,4.0,10,D,4.0,3.3,2.0
2022-10-29,2022-23,Cadiz,Ath Madrid,-1.8,-0.8,1.0,-0.8,16.0,-16.0,-1.4545454545454546,1.0,0.20000000000000007,0.0,0.8,1.6,0.0,0.4,19.0,1.6,0.6,0.8,0.4,3.0,12,H,7.0,3.6,1.6
2022-12-30,2022-23,Cadiz,Almeria,-0.8,-0.6000000000000001,0.40000000000000013,-0.39999999999999997,5.0,-5.0,-0.3571428571428571,0.0,-0.3999999999999999,-0.19999999999999996,1.0,1.8,0.2,0.4,19.0,1.6,1.4,0.6,0.2,14.0,15,D,2.38,3.1,3.25
2023-01-16,2022-23,Cadiz,Elche,1.6,0.7999999999999999,-0.6000000000000001,0.4,-1.0,11.0,0.6875,0.0,-0.40000000000000013,-0.6,1.2,1.0,0.4,0.4,19.0,0.4,1.6,0.0,0.0,20.0,17,D,1.91,3.4,4.33
2023-01-28,2022-23,Cadiz,Mallorca,-0.8,0.20000000000000007,0.4,-0.39999999999999997,9.0,-9.0,-0.5,-1.0,0.20000000000000007,-0.4,0.8,1.0,0.2,0.2,19.0,0.6,0.6,0.6,0.6,10.0,19,H,2.88,2.8,2.9
2023-02-10,2022-23,Cadiz,Girona,0.0,0.0,0.19999999999999996,0.0,7.0,-5.0,-0.25,2.0,0.0,-0.19999999999999996,1.0,1.2,0.4,0.4,18.0,1.0,1.0,0.4,0.2,11.0,21,H,3.0,3.2,2.45
2023-02-25,2022-23,Cadiz,Vallecano,-0.40000000000000013,0.0,0.5999999999999999,0.0,12.0,-12.0,-0.5454545454545454,0.0,0.19999999999999996,-0.3999999999999999,1.0,1.4,0.4,0.4,18.0,1.0,0.8,0.4,0.4,6.0,23,H,2.9,3.0,2.7
2023-03-10,2022-23,Cadiz,Getafe,-0.20000000000000018,-0.5999999999999999,0.0,0.0,-1.0,1.0,0.04166666666666652,1.0,-0.3999999999999999,0.19999999999999996,0.8,1.2,0.4,0.6,15.0,1.4,1.2,0.4,0.2,16.0,25,D,2.5,2.88,3.3
2023-04-01,2022-23,Cadiz,Sevilla,0.3999999999999999,-0.3999999999999999,-1.6,0.0,1.0,0.0,0.0,1.0,-1.8,0.19999999999999996,0.8,1.0,0.2,0.4,15.0,1.2,2.6,0.2,0.0,14.0,27,A,3.4,3.1,2.3
2023-04-15,2022-23,Cadiz,Real Madrid,-0.19999999999999996,-1.4,-0.19999999999999996,-0.2,12.0,-28.0,-1.0,-1.0,-0.19999999999999996,1.4,1.0,1.0,0.2,0.4,14.0,2.4,1.2,0.4,0.4,2.0,29,A,5.75,4.2,1.55
2023-04-25,2022-23,Cadiz,Osasuna,-0.3999999999999999,-0.6,-0.6000000000000001,-0.2,7.0,-9.0,-0.30000000000000004,1.0,-1.0,0.19999999999999996,0.6,1.0,0.2,0.4,15.0,1.2,1.6,0.4,0.2,8.0,31,A,2.3,3.1,3.4
2023-04-30,2022-23,Cadiz,Valencia,-0.5999999999999999,-0.7999999999999999,-0.19999999999999996,-0.2,2.0,-1.0,-0.032258064516129004,2.0,-0.7999999999999999,0.19999999999999996,0.4,1.0,0.2,0.4,17.0,1.2,1.2,0.4,0.2,15.0,32,H,3.1,3.1,2.45
2023-05-19,2022-23,Cadiz,Valladolid,0.20000000000000007,-0.4,-0.7999999999999998,0.0,-1.0,0.0,0.0,2.0,-1.7999999999999998,-0.6000000000000001,0.6,1.6,0.2,0.2,16.0,1.0,2.4,0.2,0.2,17.0,35,H,2.2,3.4,3.3
2023-05-28,2022-23,Cadiz,Celta,1.0,0.19999999999999996,0.0,0.4,3.0,-2.0,-0.05555555555555558,-1.0,-0.8,-1.0,1.0,1.8,0.4,0.2,17.0,0.8,1.8,0.0,0.0,14.0,37,H,2.6,3.1,2.75
2023-08-14,2023-24,Cadiz,Alaves,0.19999999999999996,-0.19999999999999996,-1.2,0.0,2.0,0.0,0.0,0.0,-1.2,0.19999999999999996,0.8,0.8,0.4,0.4,14.0,1.0,2.0,0.4,0.0,12.0,1,H,2.2,3.0,3.75
2023-08-26,2023-24,Cadiz,Almeria,0.9999999999999999,-0.20000000000000007,-0.8,0.4,-6.0,3.0,1.5,-1.0,-1.2000000000000002,-0.19999999999999996,0.6,1.0,0.4,0.4,13.0,0.8,1.8,0.0,0.2,19.0,3,D,2.25,3.2,3.3
2023-09-01,2023-24,Cadiz,Villarreal,0.8,-0.8,-1.2,0.2,-3.0,1.0,0.33333333333333326,1.0,-1.2,0.8,0.8,0.8,0.4,0.4,10.0,1.6,2.0,0.2,0.2,13.0,4,H,3.4,3.4,2.15
2023-09-27,2023-24,Cadiz,Vallecano,-0.3999999999999999,0.0,-0.19999999999999996,-0.2,2.0,-2.0,-0.3333333333333335,0.0,-0.8,-0.6000000000000001,1.0,1.6,0.2,0.0,9.0,1.0,1.8,0.4,0.4,7.0,7,D,2.5,3.2,2.88
2023-10-07,2023-24,Cadiz,Girona,-1.4,-1.2,-0.19999999999999996,-0.6000000000000001,9.0,-10.0,-1.25,-1.0,-0.6000000000000001,0.7999999999999998,1.2,1.6,0.2,0.2,12.0,2.4,1.8,0.8,0.2,3.0,9,A,3.25,3.4,2.25
2023-10-28,2023-24,Cadiz,Sevilla,-0.7999999999999999,-1.0,0.3999999999999999,-0.2,3.0,0.0,-0.09999999999999998,-2.0,-0.4,0.20000000000000018,0.6,1.4,0.0,0.2,16.0,1.6,1.0,0.2,0.2,13.0,11,D,3.3,3.25,2.25
2023-11-26,2023-24,Cadiz,Real Madrid,-2.0,-1.5999999999999999,1.2000000000000002,-0.6,14.0,-22.0,-1.6282051282051282,5.0,0.20000000000000007,0.5999999999999999,0.8,1.8,0.0,0.0,16.0,2.4,0.6,0.6,0.4,2.0,13,A,6.0,4.5,1.5
2023-12-10,2023-24,Cadiz,Osasuna,0.19999999999999996,-0.3999999999999999,-0.6000000000000001,0.0,3.0,-3.0,-0.19999999999999996,-2.0,-1.4000000000000001,-0.40000000000000013,0.8,1.6,0.0,0.0,17.0,1.2,2.2,0.0,0.0,14.0,16,D,2.9,3.1,2.55
2023-12-21,2023-24,Cadiz,Sociedad,-1.4000000000000001,-1.0,0.7999999999999999,-0.6,11.0,-16.0,-0.9411764705882353,0.0,0.20000000000000007,0.40000000000000013,0.8,1.4,0.0,0.0,17.0,1.8,0.6,0.6,0.4,6.0,18,D,4.75,3.1,1.75
2024-01-14,2023-24,Cadiz,Valencia,-0.5999999999999999,-0.6,0.0,-0.4,8.0,-11.0,-0.5789473684210527,-1.0,-0.4,0.19999999999999996,0.6,1.0,0.0,0.2,18.0,1.2,1.0,0.4,0.2,10.0,20,A,2.88,3.0,2.7
2024-01-28,2023-24,Cadiz,Ath Bilbao,-2.0,-0.9999999999999999,1.2000000000000002,-0.8,13.0,-26.0,-1.2380952380952381,1.0,0.0,-0.20000000000000018,0.4,1.6,0.0,0.2,18.0,1.4,0.4,0.8,0.6,5.0,22,D,5.5,3.4,1.73
2024-02-09,2023-24,Cadiz,Betis,-0.9999999999999999,-1.0,0.0,-0.4,10.0,-18.0,-0.7826086956521741,0.0,-1.2,-0.19999999999999996,0.2,1.4,0.0,0.4,18.0,1.2,1.4,0.4,0.4,8.0,24,A,3.0,3.0,2.6
2024-02-25,2023-24,Cadiz,Celta,-0.19999999999999996,-1.2,-0.3999999999999999,-0.2,1.0,-3.0,-0.12,0.0,-1.4,0.19999999999999996,0.0,1.0,0.0,0.4,18.0,1.2,1.4,0.2,0.2,17.0,26,D,3.1,3.0,2.5
2024-03-09,2023-24,Cadiz,Ath Madrid,-1.0,-1.4,0.3999999999999999,-0.4,14.0,-36.0,-1.3333333333333335,1.0,-0.4,0.6000000000000001,0.6,1.4,0.0,0.2,18.0,2.0,1.0,0.4,0.2,4.0,28,H,4.75,3.6,1.73
2024-03-29,2023-24,Cadiz,Granada,0.6,-0.3999999999999999,-1.2000000000000002,0.2,-1.0,8.0,0.2586206896551724,1.0,-1.6,0.0,1.0,1.4,0.2,0.2,18.0,1.4,2.6,0.0,0.0,19.0,30,H,2.0,3.3,4.2
2024-04-13,2023-24,Cadiz,Barcelona,-1.0,-0.6000000000000001,1.0,-0.4,16.0,-42.0,-1.4,1.0,1.2,0.8,1.2,1.0,0.4,0.4,18.0,1.8,0.0,0.8,1.0,2.0,31,A,4.33,3.6,1.83
2024-04-28,2023-24,Cadiz,Mallorca,0.3999999999999999,0.4,0.5999999999999999,0.2,2.0,-6.0,-0.1875,2.0,0.0,-0.9999999999999999,0.8,1.4,0.4,0.4,18.0,0.4,0.8,0.2,0.4,16.0,33,D,2.5,2.9,3.2
2024-05-12,2023-24,Cadiz,Getafe,-0.19999999999999996,-0.20000000000000007,0.8,0.0,8.0,-17.0,-0.5,-1.0,-0.4,-1.0,0.6,1.8,0.2,0.2,18.0,0.8,1.0,0.2,0.2,10.0,35,H,2.1,3.2,3.8
2024-05-19,2023-24,Cadiz,Las Palmas,1.2,0.20000000000000007,-0.6000000000000001,0.4,4.0,-6.0,-0.16666666666666674,1.0,-1.4000000000000001,-1.0,0.8,1.6,0.4,0.4,18.0,0.6,2.2,0.0,0.0,14.0,37,D,1.8,3.5,4.75
2020-09-19,2020-21,Celta,Valencia,-2.0,-4.0,-2.0,-1.0,8.0,-2.0,-2.0,1.0,-2.0,4.0,0.0,0.0,0.0,1.0,9.0,4.0,2.0,1.0,0.0,1.0,2,H,2.2,3.6,3.1
2020-10-01,2020-21,Celta,Barcelona,-1.3333333333333333,-3.0,0.6666666666666666,-0.6666666666666667,-2.0,2.0,-1.3333333333333333,0.0,1.0,3.3333333333333335,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,8.0,4.0,0.0,1.0,1.0,10.0,4,A,5.75,4.2,1.53
2020-10-17,2020-21,Celta,Ath Madrid,-0.6666666666666667,-1.4,1.0666666666666667,-0.1333333333333333,1.0,0.0,-0.6666666666666667,-1.0,0.26666666666666666,0.6000000000000001,0.6,1.4,0.2,0.2,13.0,2.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,12.0,6,A,5.5,3.3,1.75
2020-11-01,2020-21,Celta,Sociedad,-2.0,-2.2,1.4,-0.8,15.0,-8.0,-1.1428571428571428,-1.0,0.0,0.8,0.4,1.8,0.0,0.0,17.0,2.6,0.4,0.8,0.6,2.0,8,A,3.0,3.2,2.45
2020-11-29,2020-21,Celta,Granada,-0.9999999999999999,0.19999999999999996,1.2,-0.4,13.0,-7.0,-0.8555555555555556,1.0,-0.19999999999999996,-1.5999999999999999,1.0,2.4,0.0,0.0,20.0,0.8,1.2,0.4,0.4,7.0,11,H,2.0,3.5,3.75
2020-12-14,2020-21,Celta,Cadiz,0.0,0.8,0.6000000000000001,0.0,11.0,-5.0,-0.41666666666666674,1.0,0.40000000000000013,-1.0,1.8,2.0,0.4,0.2,17.0,1.0,1.4,0.4,0.2,6.0,13,H,1.72,3.6,5.25
2020-12-20,2020-21,Celta,Alaves,0.8,1.4,0.19999999999999996,0.39999999999999997,-5.0,2.0,0.15384615384615397,-2.0,1.4,-0.19999999999999996,2.4,1.2,0.6,0.4,10.0,1.0,1.0,0.2,0.2,15.0,14,H,1.7,4.0,4.75
2020-12-30,2020-21,Celta,Huesca,1.6,1.4,-0.9999999999999999,0.6000000000000001,-12.0,8.0,0.5333333333333332,-1.0,1.0,0.6,2.4,0.4,0.8,0.6,8.0,1.0,1.4,0.2,0.2,20.0,16,H,1.75,3.75,4.6
2021-01-08,2020-21,Celta,Villarreal,0.3999999999999999,0.40000000000000013,-0.3999999999999999,0.19999999999999996,3.0,-6.0,-0.3529411764705881,0.0,0.6000000000000001,0.5999999999999999,1.8,0.8,0.6,0.4,8.0,1.4,1.2,0.4,0.0,5.0,18,A,3.4,3.3,2.2
2021-01-24,2020-21,Celta,Eibar,0.0,-0.3999999999999999,0.6000000000000001,0.0,-4.0,4.0,0.21052631578947367,1.0,-0.5999999999999999,-0.8,0.8,2.0,0.2,0.0,12.0,1.2,1.4,0.2,0.2,16.0,20,D,2.05,3.4,3.75
2021-02-12,2020-21,Celta,Elche,0.19999999999999996,-0.19999999999999996,-0.19999999999999996,0.0,-9.0,8.0,0.28181818181818186,-2.0,-1.2,-0.8,0.8,1.8,0.0,0.2,10.0,1.0,2.0,0.0,0.0,19.0,23,H,1.45,4.2,8.0
2021-02-28,2020-21,Celta,Valladolid,0.7999999999999999,0.3999999999999999,-0.40000000000000013,0.2,-7.0,8.0,0.33333333333333326,0.0,-0.40000000000000013,-0.3999999999999999,1.2,1.2,0.2,0.2,11.0,0.8,1.6,0.0,0.0,18.0,25,D,1.75,3.75,4.5
2021-03-14,2020-21,Celta,Ath Bilbao,0.0,0.19999999999999996,0.8,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.8,0.4,0.0,10.0,1.8,1.0,0.4,0.2,9.0,27,D,2.7,3.2,2.7
2021-03-20,2020-21,Celta,Real Madrid,-0.6000000000000001,0.20000000000000018,0.7999999999999999,-0.19999999999999996,8.0,-23.0,-0.8518518518518519,-1.0,1.0,0.0,1.6,1.4,0.4,0.2,11.0,1.4,0.6,0.6,0.4,3.0,28,A,4.33,4.0,1.72
2021-04-12,2020-21,Celta,Sevilla,-0.3999999999999999,0.6000000000000001,1.0,-0.19999999999999996,7.0,-21.0,-0.7241379310344827,0.0,1.2000000000000002,-0.40000000000000013,1.8,1.6,0.4,0.2,11.0,1.2,0.6,0.6,0.6,4.0,30,A,3.5,3.3,2.15
2021-04-25,2020-21,Celta,Osasuna,-1.4000000000000001,0.20000000000000018,1.6,-0.39999999999999997,2.0,-2.0,-0.0625,-1.0,1.2000000000000002,-0.6000000000000001,1.6,2.0,0.2,0.2,11.0,1.4,0.4,0.6,0.6,9.0,33,H,2.2,3.3,3.25
2021-04-30,2020-21,Celta,Levante,0.7999999999999999,1.4,-0.19999999999999996,0.2,-2.0,3.0,0.09090909090909083,-1.0,0.0,-1.2000000000000002,1.8,1.6,0.4,0.2,10.0,0.4,1.8,0.2,0.2,12.0,34,H,1.8,3.75,4.33
2021-05-12,2020-21,Celta,Getafe,1.2,1.0,-0.3999999999999999,0.39999999999999997,-8.0,13.0,0.37142857142857133,0.0,0.40000000000000013,-0.19999999999999996,1.8,1.0,0.6,0.4,8.0,0.8,1.4,0.2,0.4,16.0,36,H,2.35,3.25,3.0
2021-05-22,2020-21,Celta,Betis,1.2,1.2000000000000002,0.20000000000000007,0.6,1.0,-5.0,-0.1351351351351351,0.0,1.6,0.19999999999999996,2.2,0.8,1.0,0.4,8.0,1.0,0.6,0.4,0.4,7.0,38,A,3.2,3.8,2.1
2021-08-15,2021-22,Celta,Ath Madrid,-0.20000000000000018,0.8000000000000003,0.6,0.0,2.0,0.0,0.0,0.0,1.6,0.19999999999999996,2.2,1.2,0.8,0.4,11.0,1.4,0.6,0.8,0.4,9.0,1,A,4.2,3.4,1.9
2021-08-28,2021-22,Celta,Ath Bilbao,0.9999999999999999,1.0,0.19999999999999996,0.4,5.0,-1.0,-0.5,-2.0,0.19999999999999996,-1.0,1.2,1.2,0.4,0.4,16.0,0.2,1.0,0.0,0.2,11.0,3,A,2.4,3.2,3.1
2021-09-17,2021-22,Celta,Cadiz,-0.39999999999999997,-0.19999999999999996,0.40000000000000013,0.0,2.0,-1.0,-0.25,0.0,-0.8,-1.0000000000000002,1.0,2.2,0.0,0.2,18.0,1.2,1.8,0.0,0.0,16.0,5,A,1.45,4.33,7.0
2021-09-27,2021-22,Celta,Granada,0.4,0.0,-0.6000000000000001,0.2,-2.0,1.0,0.16666666666666663,2.0,-1.2000000000000002,-0.6000000000000001,1.0,1.6,0.2,0.4,16.0,1.0,2.2,0.0,0.0,18.0,7,H,1.61,4.0,5.5
2021-10-17,2021-22,Celta,Sevilla,-0.40000000000000013,0.0,1.0,0.0,12.0,-7.0,-1.125,0.0,0.6,-0.40000000000000013,1.2,1.6,0.4,0.4,16.0,1.2,0.6,0.4,0.4,4.0,9,A,3.4,3.25,2.2
2021-10-28,2021-22,Celta,Sociedad,-0.40000000000000013,-0.40000000000000013,-0.6,0.0,10.0,-11.0,-1.1,-1.0,0.19999999999999996,1.2000000000000002,1.2,0.4,0.6,0.6,14.0,1.6,1.0,0.6,0.4,4.0,11,A,2.87,3.4,2.45
2021-11-06,2021-22,Celta,Barcelona,0.0,-0.4,-0.5999999999999999,0.0,7.0,-5.0,-0.537878787878788,-2.0,-0.7999999999999999,0.19999999999999996,0.6,0.8,0.2,0.4,16.0,1.0,1.4,0.2,0.0,9.0,13,D,3.3,3.6,2.1
2021-11-20,2021-22,Celta,Villarreal,0.19999999999999996,0.0,-0.6000000000000001,0.0,3.0,-3.0,-0.32692307692307687,1.0,-0.6000000000000001,0.0,1.2,1.2,0.2,0.4,15.0,1.2,1.8,0.2,0.2,12.0,14,D,2.75,3.3,2.55
2021-12-05,2021-22,Celta,Valencia,0.0,-0.19999999999999996,-0.20000000000000018,0.0,3.0,-3.0,-0.19999999999999996,0.0,-0.40000000000000013,0.0,1.2,1.4,0.2,0.2,14.0,1.4,1.6,0.2,0.4,11.0,16,A,2.1,3.25,3.75
2021-12-17,2021-22,Celta,Espanol,-0.6000000000000001,0.0,0.3999999999999999,-0.39999999999999997,5.0,-6.0,-0.3529411764705883,1.0,0.3999999999999999,0.0,1.4,1.4,0.2,0.2,14.0,1.4,1.0,0.6,0.4,9.0,18,H,1.95,3.4,4.0
2022-01-19,2021-22,Celta,Osasuna,0.3999999999999999,0.19999999999999996,-0.3999999999999999,0.2,2.0,-2.0,-0.10000000000000009,1.0,0.0,0.19999999999999996,1.2,0.8,0.4,0.4,14.0,1.0,1.2,0.2,0.4,12.0,21,H,1.85,3.5,4.33
2022-02-05,2021-22,Celta,Vallecano,1.2,1.2000000000000002,-0.3999999999999999,0.39999999999999997,4.0,-4.0,-0.24891774891774898,1.0,0.6000000000000001,-0.20000000000000007,1.8,0.8,0.6,0.4,12.0,0.6,1.2,0.2,0.2,8.0,23,H,1.9,3.4,4.33
2022-02-21,2021-22,Celta,Levante,0.40000000000000013,0.19999999999999996,-1.2000000000000002,0.0,-10.0,17.0,0.7083333333333334,4.0,-0.6000000000000001,0.4,1.2,0.6,0.4,0.6,10.0,1.0,1.8,0.4,0.4,20.0,25,D,1.6,3.8,6.0
2022-03-06,2021-22,Celta,Mallorca,0.0,-0.19999999999999996,-0.6000000000000001,-0.2,-5.0,6.0,0.23076923076923084,4.0,-0.6000000000000001,0.19999999999999996,1.0,1.0,0.2,0.4,11.0,1.2,1.6,0.4,0.0,16.0,27,H,1.75,3.4,5.25
2022-03-20,2021-22,Celta,Betis,-0.8,-0.8,-0.20000000000000018,-0.39999999999999997,6.0,-14.0,-0.5,1.0,-0.6000000000000001,0.40000000000000013,1.0,1.4,0.2,0.2,11.0,1.8,1.6,0.6,0.2,5.0,29,D,2.2,3.5,3.2
2022-04-02,2021-22,Celta,Real Madrid,-1.4,-1.2000000000000002,0.3999999999999999,-0.6000000000000001,10.0,-30.0,-1.0344827586206897,0.0,0.0,0.8000000000000003,1.0,1.4,0.2,0.2,11.0,2.2,1.0,0.8,0.6,1.0,30,A,4.0,3.6,1.9
2022-04-20,2021-22,Celta,Getafe,-0.19999999999999996,0.0,-0.19999999999999996,0.0,-4.0,7.0,0.21875,-1.0,-0.4,-0.20000000000000007,0.6,0.8,0.2,0.4,11.0,0.6,1.0,0.2,0.4,15.0,33,A,2.15,3.1,3.75
2022-05-07,2021-22,Celta,Alaves,-0.3999999999999999,-0.19999999999999996,-0.40000000000000013,-0.2,-8.0,12.0,0.3529411764705883,-1.0,-0.8,-0.19999999999999996,0.8,1.2,0.2,0.2,12.0,1.0,1.6,0.4,0.2,20.0,35,H,1.9,3.4,4.33
2022-05-15,2021-22,Celta,Elche,0.0,0.6000000000000001,0.0,0.0,-3.0,4.0,0.11111111111111116,1.0,0.40000000000000013,-0.19999999999999996,1.6,1.2,0.4,0.4,11.0,1.0,1.2,0.4,0.4,14.0,37,H,1.65,3.8,5.5
2022-08-13,2022-23,Celta,Espanol,0.7999999999999999,0.7999999999999999,-0.40000000000000013,0.4,-1.0,0.0,0.0,0.0,-0.20000000000000018,-0.6,1.4,1.2,0.4,0.4,3.0,0.6,1.6,0.0,0.2,4.0,1,D,1.8,3.75,4.75
2022-08-20,2022-23,Celta,Real Madrid,-0.20000000000000018,-0.19999999999999996,0.7999999999999999,0.0,3.0,-2.0,-2.0,1.0,1.0,0.40000000000000013,1.6,1.4,0.4,0.4,9.0,1.8,0.6,0.4,0.4,6.0,2,A,4.5,4.2,1.66
2022-09-02,2022-23,Celta,Cadiz,0.5999999999999999,0.6,0.0,0.2,-8.0,4.0,1.3333333333333333,3.0,-0.6000000000000001,-1.2000000000000002,1.0,1.6,0.4,0.4,12.0,0.4,1.6,0.2,0.2,20.0,4,H,1.66,3.6,5.5
2022-10-02,2022-23,Celta,Betis,-1.2,-0.19999999999999996,1.4000000000000001,-0.4,9.0,-8.0,-1.3333333333333333,1.0,0.3999999999999999,-0.8000000000000003,1.2,2.2,0.4,0.4,13.0,1.4,0.8,0.8,0.4,4.0,7,H,2.45,3.4,2.87
2022-10-16,2022-23,Celta,Sociedad,-0.8,-1.0,0.20000000000000018,-0.19999999999999996,5.0,-6.0,-0.75,0.0,-0.3999999999999999,0.3999999999999999,1.0,1.6,0.4,0.4,11.0,2.0,1.4,0.6,0.2,6.0,9,A,2.6,3.2,2.8
2022-10-24,2022-23,Celta,Getafe,-0.4,-0.6,0.8,0.0,-2.0,1.0,0.09999999999999998,-1.0,-0.6,-0.8,0.6,2.0,0.2,0.2,16.0,1.2,1.2,0.2,0.4,18.0,11,D,1.75,3.5,5.0
2022-11-05,2022-23,Celta,Osasuna,-1.2,-0.19999999999999996,1.2000000000000002,-0.4,10.0,-9.0,-0.7500000000000001,1.0,-0.19999999999999996,-1.2000000000000002,0.8,2.2,0.0,0.0,17.0,1.0,1.0,0.4,0.4,7.0,13,A,2.1,3.3,3.75
2022-12-30,2022-23,Celta,Sevilla,0.0,0.0,0.3999999999999999,0.0,-1.0,1.0,0.0714285714285714,0.0,-0.8,-1.2,0.8,2.0,0.0,0.2,17.0,0.8,1.6,0.0,0.0,18.0,15,D,2.2,3.3,3.4
2023-01-13,2022-23,Celta,Villarreal,-0.8,-0.19999999999999996,0.19999999999999996,-0.39999999999999997,10.0,-11.0,-0.6875,1.0,-0.19999999999999996,-0.19999999999999996,0.8,1.2,0.2,0.4,16.0,1.0,1.0,0.6,0.2,6.0,17,D,2.88,3.3,2.5
2023-01-29,2022-23,Celta,Ath Bilbao,0.19999999999999996,-0.20000000000000007,-0.4,0.0,10.0,-9.0,-0.5,2.0,-0.4,0.20000000000000007,0.6,0.6,0.2,0.4,18.0,0.8,1.0,0.2,0.6,8.0,19,H,2.88,3.0,2.7
2023-02-12,2022-23,Celta,Ath Madrid,0.3999999999999999,0.19999999999999996,0.4,0.19999999999999996,9.0,-12.0,-0.6000000000000001,0.0,0.7999999999999999,0.19999999999999996,1.4,1.0,0.6,0.4,13.0,1.2,0.6,0.4,0.4,4.0,21,A,3.6,3.1,2.2
2023-02-26,2022-23,Celta,Valladolid,0.0,0.6,0.19999999999999996,0.0,-1.0,0.0,0.0,0.0,0.19999999999999996,-0.6,1.2,1.2,0.4,0.2,15.0,0.6,1.0,0.4,0.6,16.0,23,H,1.7,3.75,5.25
2023-03-11,2022-23,Celta,Vallecano,0.40000000000000013,0.8,0.4,0.2,5.0,-7.0,-0.2916666666666665,-1.0,1.0,-0.19999999999999996,1.6,1.0,0.4,0.4,12.0,0.8,0.6,0.2,0.4,7.0,25,H,2.1,3.2,4.0
2023-04-02,2022-23,Celta,Almeria,1.4000000000000001,1.0,-1.8000000000000003,0.39999999999999997,-8.0,8.0,0.3076923076923077,0.0,-0.20000000000000018,0.6,2.0,0.4,0.6,0.6,11.0,1.0,2.2,0.2,0.2,19.0,27,D,1.55,4.0,6.0
2023-04-17,2022-23,Celta,Mallorca,1.2000000000000002,1.2,-0.19999999999999996,0.4,-2.0,2.0,0.07142857142857162,2.0,0.8,-0.19999999999999996,2.0,1.0,0.4,0.4,11.0,0.8,1.2,0.0,0.2,13.0,29,A,1.8,3.3,5.25
2023-04-26,2022-23,Celta,Elche,1.0,1.2,-0.7999999999999998,0.2,-7.0,23.0,0.7666666666666666,1.0,-1.0,-1.4000000000000001,1.4,1.6,0.2,0.0,13.0,0.2,2.4,0.0,0.0,20.0,31,H,1.3,5.25,10.0
2023-05-14,2022-23,Celta,Valencia,-0.7999999999999999,-0.7999999999999999,0.19999999999999996,-0.2,-4.0,5.0,0.1515151515151516,0.0,-0.7999999999999999,-0.19999999999999996,0.4,1.4,0.2,0.2,13.0,1.2,1.2,0.4,0.2,17.0,34,A,2.2,3.3,3.4
2023-05-23,2022-23,Celta,Girona,-1.4,-1.4000000000000001,0.20000000000000018,-0.39999999999999997,6.0,-9.0,-0.2571428571428571,0.0,-0.5999999999999999,0.6000000000000001,0.8,1.6,0.2,0.2,14.0,2.2,1.4,0.6,0.2,8.0,36,D,2.0,3.5,3.75
2023-06-04,2022-23,Celta,Barcelona,-1.6,-1.4,0.0,-0.6,15.0,-48.0,-1.2972972972972974,0.0,-0.7999999999999999,0.6000000000000001,0.6,1.4,0.0,0.0,16.0,2.0,1.4,0.6,0.4,1.0,38,H,2.6,3.8,2.5
